"Symbol","Date","Open","High","Low","Close","Adj_Close","Volume","trading_day"
"GOOG",2018-05-08,1058.540039,1060.550049,1047.14502,1053.910034,1053.910034,1217700,88
"GOOG",2018-05-09,1058.099976,1085.439941,1056.36499,1082.76001,1082.76001,2032800,89
"GOOG",2018-05-10,1086.030029,1100.439941,1085.640015,1097.569946,1097.569946,1443000,90
"GOOG",2018-05-11,1093.599976,1101.329956,1090.910034,1098.26001,1098.26001,1253700,91
"GOOG",2018-05-14,1100,1110.75,1099.109985,1100.199951,1100.199951,1518100,92
"GOOG",2018-05-15,1090,1090.050049,1073.469971,1079.22998,1079.22998,1494900,93
"GOOG",2018-05-16,1077.310059,1089.27002,1076.26001,1081.77002,1081.77002,1097300,94
"GOOG",2018-05-17,1079.890015,1086.869995,1073.5,1078.589966,1078.589966,1043800,95
"GOOG",2018-05-18,1061.859985,1069.939941,1060.680054,1066.359985,1066.359985,1565200,96
"GOOG",2018-05-21,1074.060059,1088,1073.650024,1079.579956,1079.579956,1023200,97
"GOOG",2018-05-22,1083.560059,1086.589966,1066.689941,1069.72998,1069.72998,1090000,98
"GOOG",2018-05-23,1065.130005,1080.780029,1061.709961,1079.689941,1079.689941,1030000,99
"GOOG",2018-05-24,1079,1080.469971,1066.150024,1079.23999,1079.23999,766800,100
"GOOG",2018-05-25,1079.02002,1082.560059,1073.775024,1075.660034,1075.660034,899400,101
"GOOG",2018-05-29,1064.890015,1073.369995,1055.219971,1060.319946,1060.319946,1865100,102
"GOOG",2018-05-30,1063.030029,1069.209961,1056.829956,1067.800049,1067.800049,1138500,103
"GOOG",2018-05-31,1067.560059,1097.189941,1067.560059,1084.98999,1084.98999,3088300,104
"GOOG",2018-06-01,1099.349976,1120,1098.5,1119.5,1119.5,2421600,105
"GOOG",2018-06-04,1122.329956,1141.890015,1122.005005,1139.290039,1139.290039,1889600,106
"GOOG",2018-06-05,1140.98999,1145.738037,1133.189941,1139.660034,1139.660034,1678000,107
"GOOG",2018-06-06,1142.170044,1143,1125.743042,1136.880005,1136.880005,1698200,108
"GOOG",2018-06-07,1131.319946,1135.819946,1116.52002,1123.859985,1123.859985,1520000,109
"GOOG",2018-06-08,1118.180054,1126.670044,1112.150024,1120.869995,1120.869995,1290800,110
"GOOG",2018-06-11,1118.599976,1137.26001,1118.599976,1129.98999,1129.98999,1079300,111
"GOOG",2018-06-12,1131.069946,1139.790039,1130.734985,1139.319946,1139.319946,912000,112
"GOOG",2018-06-13,1141.119995,1146.5,1133.380005,1134.790039,1134.790039,1506400,113
"GOOG",2018-06-14,1143.849976,1155.469971,1140.640015,1152.119995,1152.119995,1343400,114
"GOOG",2018-06-15,1148.859985,1153.420044,1143.484985,1152.26001,1152.26001,2122500,115
"GOOG",2018-06-18,1143.650024,1174.310059,1143.589966,1173.459961,1173.459961,1413700,116
"GOOG",2018-06-19,1158.5,1171.27002,1154.01001,1168.060059,1168.060059,1621000,117
"GOOG",2018-06-20,1175.310059,1186.286011,1169.160034,1169.839966,1169.839966,1648500,118
"GOOG",2018-06-21,1174.849976,1177.295044,1152.232056,1157.660034,1157.660034,1238100,119
"GOOG",2018-06-22,1159.140015,1162.496948,1147.26001,1155.47998,1155.47998,1311000,120
"GOOG",2018-06-25,1143.599976,1143.910034,1112.780029,1124.810059,1124.810059,2157300,121
"GOOG",2018-06-26,1128,1133.209961,1116.659058,1118.459961,1118.459961,1563200,122
"GOOG",2018-06-27,1121.339966,1131.83606,1103.619995,1103.97998,1103.97998,1293900,123
"GOOG",2018-06-28,1102.089966,1122.310059,1096.01001,1114.219971,1114.219971,1072400,124
"GOOG",2018-06-29,1120,1128.227051,1115,1115.650024,1115.650024,1315100,125
"GOOG",2018-07-02,1099,1128,1093.800049,1127.459961,1127.459961,1217300,126
"GOOG",2018-07-03,1135.819946,1135.819946,1100.02002,1102.890015,1102.890015,679000,127
"GOOG",2018-07-05,1110.530029,1127.5,1108.47998,1124.27002,1124.27002,1066700,128
"GOOG",2018-07-06,1123.579956,1140.930054,1120.737061,1140.170044,1140.170044,996100,129
"GOOG",2018-07-09,1148.47998,1154.670044,1143.420044,1154.050049,1154.050049,909000,130
"GOOG",2018-07-10,1156.97998,1159.589966,1149.589966,1152.839966,1152.839966,798400,131
"GOOG",2018-07-11,1144.589966,1164.290039,1141,1153.900024,1153.900024,1120000,132
"GOOG",2018-07-12,1159.890015,1184.410034,1155.935059,1183.47998,1183.47998,1251900,133
"GOOG",2018-07-13,1185,1195.416992,1180,1188.819946,1188.819946,1221900,134
"GOOG",2018-07-16,1189.390015,1191,1179.280029,1183.859985,1183.859985,1055700,135
"GOOG",2018-07-17,1172.219971,1203.040039,1170.599976,1198.800049,1198.800049,1610400,136
"GOOG",2018-07-18,1196.560059,1204.5,1190.339966,1195.880005,1195.880005,1393600,137
"GOOG",2018-07-19,1191,1200,1183.319946,1186.959961,1186.959961,1276700,138
"GOOG",2018-07-20,1186.959961,1196.859985,1184.219971,1184.910034,1184.910034,1247400,139
"GOOG",2018-07-23,1181.01001,1206.48999,1181,1205.5,1205.5,2619200,140
"GOOG",2018-07-24,1262.589966,1266,1235.560059,1248.079956,1248.079956,3318200,141
"GOOG",2018-07-25,1239.130005,1265.859985,1239.130005,1263.699951,1263.699951,2127800,142
"GOOG",2018-07-26,1251,1269.770996,1249.02002,1268.329956,1268.329956,2405600,143
"GOOG",2018-07-27,1271,1273.890015,1231,1238.5,1238.5,2130600,144
"GOOG",2018-07-30,1228.01001,1234.916016,1211.469971,1219.73999,1219.73999,1849900,145
"GOOG",2018-07-31,1220.01001,1227.588013,1205.599976,1217.26001,1217.26001,1644700,146
"GOOG",2018-08-01,1228,1233.469971,1210.209961,1220.01001,1220.01001,1567200,147
"GOOG",2018-08-02,1205.900024,1229.880005,1204.790039,1226.150024,1226.150024,1531300,148
"GOOG",2018-08-03,1229.619995,1230,1215.060059,1223.709961,1223.709961,1089600,149
"GOOG",2018-08-06,1225,1226.088013,1215.796997,1224.77002,1224.77002,1081700,150
"GOOG",2018-08-07,1237,1251.170044,1236.170044,1242.219971,1242.219971,1494000,151
"GOOG",2018-08-08,1240.469971,1256.5,1238.008057,1245.609985,1245.609985,1370300,152
"GOOG",2018-08-09,1249.900024,1255.541992,1246.01001,1249.099976,1249.099976,841800,153
"GOOG",2018-08-10,1243,1245.694946,1232,1237.609985,1237.609985,1108700,154
"GOOG",2018-08-13,1236.97998,1249.272949,1233.640991,1235.01001,1235.01001,958100,155
"GOOG",2018-08-14,1235.189941,1245.869995,1225.109985,1242.099976,1242.099976,1348100,156
"GOOG",2018-08-15,1229.26001,1235.23999,1209.51001,1214.380005,1214.380005,1828800,157
"GOOG",2018-08-16,1224.72998,1226,1202.550049,1206.48999,1206.48999,1343200,158
"GOOG",2018-08-17,1202.030029,1209.02002,1188.23999,1200.959961,1200.959961,1389600,159
"GOOG",2018-08-20,1205.02002,1211,1194.625977,1207.77002,1207.77002,870800,160
"GOOG",2018-08-21,1208,1217.26001,1200.354004,1201.619995,1201.619995,1205600,161
"GOOG",2018-08-22,1200,1211.839966,1199,1207.329956,1207.329956,887400,162
"GOOG",2018-08-23,1207.140015,1221.280029,1204.23999,1205.380005,1205.380005,992600,163
"GOOG",2018-08-24,1208.819946,1221.650024,1206.359009,1220.650024,1220.650024,946600,164
"GOOG",2018-08-27,1227.599976,1243.089966,1225.715942,1241.819946,1241.819946,1156300,165
"GOOG",2018-08-28,1241.290039,1242.545044,1228.689941,1231.150024,1231.150024,1304000,166
"GOOG",2018-08-29,1237.449951,1250.660034,1236.359009,1249.300049,1249.300049,1298900,167
"GOOG",2018-08-30,1244.22998,1253.63501,1232.589966,1239.119995,1239.119995,1331400,168
"GOOG",2018-08-31,1234.97998,1238.660034,1211.285034,1218.189941,1218.189941,1816400,169
"GOOG",2018-09-04,1204.27002,1212.98999,1192.5,1197,1197,1831000,170
"GOOG",2018-09-05,1193.800049,1199.01001,1162,1186.47998,1186.47998,2061300,171
"GOOG",2018-09-06,1186.300049,1186.300049,1152,1171.439941,1171.439941,1888500,172
"GOOG",2018-09-07,1158.670044,1175.26001,1157.214966,1164.829956,1164.829956,1401300,173
"GOOG",2018-09-10,1172.189941,1174.540039,1160.109985,1164.640015,1164.640015,1115400,174
"GOOG",2018-09-11,1161.630005,1178.680054,1156.23999,1177.359985,1177.359985,1209300,175
"GOOG",2018-09-12,1172.719971,1178.609985,1158.359985,1162.819946,1162.819946,1295500,176
"GOOG",2018-09-13,1170.73999,1178.609985,1162.849976,1175.329956,1175.329956,1431200,177
"GOOG",2018-09-14,1179.099976,1180.425049,1168.329956,1172.530029,1172.530029,944000,178
"GOOG",2018-09-17,1170.140015,1177.23999,1154.030029,1156.050049,1156.050049,1306500,179
"GOOG",2018-09-18,1157.089966,1176.079956,1157.089966,1161.219971,1161.219971,1203600,180
"GOOG",2018-09-19,1164.97998,1173.209961,1154.579956,1171.089966,1171.089966,1191400,181
"GOOG",2018-09-20,1179.98999,1189.890015,1173.359985,1186.869995,1186.869995,1210000,182
"GOOG",2018-09-21,1192,1192.209961,1166.040039,1166.089966,1166.089966,4405600,183
"GOOG",2018-09-24,1157.170044,1178,1146.910034,1173.369995,1173.369995,1271000,184
"GOOG",2018-09-25,1176.150024,1186.880005,1168,1184.650024,1184.650024,977700,185
"GOOG",2018-09-26,1185.150024,1194.22998,1174.765015,1180.48999,1180.48999,1462300,186
"GOOG",2018-09-27,1186.72998,1202.099976,1183.630005,1194.640015,1194.640015,1260800,187
"GOOG",2018-09-28,1191.869995,1195.410034,1184.5,1193.469971,1193.469971,1380600,188
"GOOG",2018-10-01,1199.890015,1209.900024,1190.300049,1195.310059,1195.310059,1357600,189
"GOOG",2018-10-02,1190.959961,1209.959961,1186.630005,1200.109985,1200.109985,1687900,190
"GOOG",2018-10-03,1205,1206.410034,1193.829956,1202.949951,1202.949951,1256200,191
"GOOG",2018-10-04,1195.329956,1197.51001,1155.57605,1168.189941,1168.189941,2209500,192
"GOOG",2018-10-05,1167.5,1173.5,1145.119995,1157.349976,1157.349976,1184300,193
"GOOG",2018-10-08,1150.109985,1168,1127.364014,1148.969971,1148.969971,1932400,194
"GOOG",2018-10-09,1146.150024,1154.349976,1137.572021,1138.819946,1138.819946,1308700,195
"GOOG",2018-10-10,1131.079956,1132.170044,1081.130005,1081.219971,1081.219971,2675700,196
"GOOG",2018-10-11,1072.939941,1106.400024,1068.27002,1079.319946,1079.319946,2949000,197
"GOOG",2018-10-12,1108,1115,1086.401978,1110.079956,1110.079956,2101300,198
"GOOG",2018-10-15,1108.910034,1113.446045,1089,1092.25,1092.25,1372400,199
"GOOG",2018-10-16,1104.589966,1124.219971,1102.5,1121.280029,1121.280029,1928500,200
"GOOG",2018-10-17,1126.459961,1128.98999,1102.189941,1115.689941,1115.689941,1467200,201
"GOOG",2018-10-18,1121.839966,1121.839966,1077.089966,1087.969971,1087.969971,2094500,202
"GOOG",2018-10-19,1093.369995,1110.359985,1087.75,1096.459961,1096.459961,1267600,203
"GOOG",2018-10-22,1103.060059,1112.22998,1091,1101.160034,1101.160034,1514200,204
"GOOG",2018-10-23,1080.890015,1107.890015,1070,1103.689941,1103.689941,1848700,205
"GOOG",2018-10-24,1104.25,1106.119995,1048.73999,1050.709961,1050.709961,1982400,206
"GOOG",2018-10-25,1071.790039,1110.97998,1069.550049,1095.569946,1095.569946,2545800,207
"GOOG",2018-10-26,1037.030029,1106.530029,1034.089966,1071.469971,1071.469971,4187600,208
"GOOG",2018-10-29,1082.469971,1097.040039,995.830017,1020.080017,1020.080017,3880700,209
"GOOG",2018-10-30,1008.460022,1037.48999,1000.75,1036.209961,1036.209961,3212700,210
"GOOG",2018-10-31,1059.810059,1091.939941,1057,1076.77002,1076.77002,2529800,211
"GOOG",2018-11-01,1075.800049,1083.974976,1062.459961,1070,1070,1482000,212
"GOOG",2018-11-02,1073.72998,1082.974976,1054.609985,1057.790039,1057.790039,1839000,213
"GOOG",2018-11-05,1055,1058.469971,1021.23999,1040.089966,1040.089966,2441400,214
"GOOG",2018-11-06,1039.47998,1064.344971,1038.069946,1055.810059,1055.810059,1233300,215
"GOOG",2018-11-07,1069,1095.459961,1065.900024,1093.390015,1093.390015,2058400,216
"GOOG",2018-11-08,1091.380005,1093.27002,1072.204956,1082.400024,1082.400024,1488200,217
"GOOG",2018-11-09,1073.98999,1075.560059,1053.109985,1066.150024,1066.150024,1343200,218
"GOOG",2018-11-12,1061.390015,1062.119995,1031,1038.630005,1038.630005,1471800,219
"GOOG",2018-11-13,1043.290039,1056.60498,1031.150024,1036.050049,1036.050049,1513700,220
"GOOG",2018-11-14,1050,1054.563965,1031,1043.660034,1043.660034,1565900,221
"GOOG",2018-11-15,1044.709961,1071.849976,1031.780029,1064.709961,1064.709961,1836100,222
"GOOG",2018-11-16,1059.410034,1067,1048.97998,1061.48999,1061.48999,1658100,223
"GOOG",2018-11-19,1057.199951,1060.790039,1016.26001,1020,1020,1858600,224
"GOOG",2018-11-20,1000,1031.73999,996.02002,1025.76001,1025.76001,2449100,225
"GOOG",2018-11-21,1036.76001,1048.560059,1033.469971,1037.609985,1037.609985,1534300,226
"GOOG",2018-11-23,1030,1037.589966,1022.398987,1023.880005,1023.880005,691500,227
"GOOG",2018-11-26,1038.349976,1049.310059,1033.910034,1048.619995,1048.619995,1942800,228
"GOOG",2018-11-27,1041,1057.579956,1038.48999,1044.410034,1044.410034,1803200,229
"GOOG",2018-11-28,1048.76001,1086.839966,1035.76001,1086.22998,1086.22998,2475400,230
"GOOG",2018-11-29,1076.079956,1094.244995,1076,1088.300049,1088.300049,1468900,231
"GOOG",2018-11-30,1089.069946,1095.569946,1077.880005,1094.430054,1094.430054,2580200,232
"GOOG",2018-12-03,1123.140015,1124.650024,1103.665039,1106.430054,1106.430054,1991200,233
"GOOG",2018-12-04,1103.119995,1104.420044,1049.97998,1050.819946,1050.819946,2345200,234
"GOOG",2018-12-06,1034.26001,1071.199951,1030.77002,1068.72998,1068.72998,2769200,235
"GOOG",2018-12-07,1060.01001,1075.26001,1028.5,1036.579956,1036.579956,2101200,236
"GOOG",2018-12-10,1035.050049,1048.449951,1023.289978,1039.550049,1039.550049,1807700,237
"GOOG",2018-12-11,1056.48999,1060.599976,1039.839966,1051.75,1051.75,1394700,238
"GOOG",2018-12-12,1068,1081.650024,1062.790039,1063.680054,1063.680054,1523800,239
"GOOG",2018-12-13,1068.069946,1079.76001,1053.930054,1061.900024,1061.900024,1329800,240
"GOOG",2018-12-14,1049.97998,1062.599976,1040.790039,1042.099976,1042.099976,1686600,241
"GOOG",2018-12-17,1037.51001,1053.150024,1007.900024,1016.530029,1016.530029,2385400,242
"GOOG",2018-12-18,1026.089966,1049.47998,1021.440002,1028.709961,1028.709961,2192500,243
"GOOG",2018-12-19,1033.98999,1062,1008.049988,1023.01001,1023.01001,2479300,244
"GOOG",2018-12-20,1018.130005,1034.219971,996.359985,1009.409973,1009.409973,2673500,245
"GOOG",2018-12-21,1015.299988,1024.02002,973.690002,979.539978,979.539978,4596000,246
"GOOG",2018-12-24,973.900024,1003.539978,970.109985,976.219971,976.219971,1590300,247
"GOOG",2018-12-26,989.01001,1040,983,1039.459961,1039.459961,2373300,248
"GOOG",2018-12-27,1017.150024,1043.890015,997,1043.880005,1043.880005,2109800,249
"GOOG",2018-12-28,1049.619995,1055.560059,1033.099976,1037.079956,1037.079956,1414800,250
"GOOG",2018-12-31,1050.959961,1052.699951,1023.590027,1035.609985,1035.609985,1493300,251
